Drug1,Drug2,Prob,Source,Method
DB09288,DB00273,0.1711,DrugBank,LapRLS
DB09021,DB01072,0.1711,DrugBank,LapRLS
DB09291,DB06440,0.1711,DrugBank,LapRLS
DB00590,DB01211,0.1711,DrugBank,LapRLS
DB00298,DB06701,0.1711,DrugBank,LapRLS
DB04957,DB14033,0.1711,DrugBank,LapRLS
DB00835,DB01246,0.1711,DrugBank,LapRLS
DB01203,DB13114,0.1711,DrugBank,LapRLS
DB00877,DB00276,0.1711,DrugBank,LapRLS
DB06797,DB13643,0.1711,DrugBank,LapRLS
DB13775,DB01151,0.1711,DrugBank,LapRLS
DB08895,DB01403,0.1711,DrugBank,LapRLS
DB00539,DB00932,0.1711,DrugBank,LapRLS
DB09194,DB04855,0.1711,DrugBank,LapRLS
DB00690,DB13114,0.1711,DrugBank,LapRLS
DB09288,DB00486,0.1711,DrugBank,LapRLS
DB00700,DB00251,0.1711,DrugBank,LapRLS
DB06230,DB08986,0.1711,DrugBank,LapRLS
DB09206,DB00289,0.1711,DrugBank,LapRLS
DB01303,DB08912,0.1711,DrugBank,LapRLS
DB01180,DB00196,0.1711,DrugBank,LapRLS
DB06292,DB00280,0.1711,DrugBank,LapRLS
DB00839,DB00257,0.1711,DrugBank,LapRLS
DB09247,DB01418,0.1711,DrugBank,LapRLS
DB09000,DB13746,0.1711,DrugBank,LapRLS
DB09209,DB06595,0.1711,DrugBank,LapRLS
DB12361,DB01576,0.1711,DrugBank,LapRLS
DB00392,DB00974,0.1711,NCRD,LapRLS
DB00173,DB09078,0.1711,NCRD,LapRLS
DB09247,DB01118,0.1711,DrugBank,LapRLS
DB00826,DB00257,0.1711,DrugBank,LapRLS
DB09216,DB08912,0.1711,DrugBank,LapRLS
DB09007,DB00950,0.1711,DrugBank,LapRLS
DB01545,DB00615,0.1711,DrugBank,LapRLS
DB13036,DB00359,0.1711,DrugBank,LapRLS
DB08906,DB13955,0.1711,DrugBank,LapRLS
DB13991,DB00564,0.1711,DrugBank,LapRLS
DB01130,DB00285,0.1711,DrugBank,LapRLS
DB00327,DB00568,0.1711,DrugBank,LapRLS
DB09252,DB00363,0.1711,DrugBank,LapRLS
DB01119,DB00187,0.1711,DrugBank,LapRLS
DB00210,DB01611,0.1711,DrugBank,LapRLS
DB02709,DB06771,0.1711,DrugBank,LapRLS
DB00623,DB09488,0.1711,DrugBank,LapRLS
DB01159,DB06660,0.1711,DrugBank,LapRLS
DB01183,DB00323,0.1711,DrugBank,LapRLS
DB11956,DB01609,0.1711,DrugBank,LapRLS
DB04836,DB01463,0.1711,DrugBank,LapRLS
DB12289,DB01264,0.1711,DrugBank,LapRLS
DB04871,DB01580,0.1711,DrugBank,LapRLS
DB09234,DB00421,0.1711,DrugBank,LapRLS
DB00477,DB00810,0.1711,DrugBank,LapRLS
DB06203,DB00324,0.1711,DrugBank,LapRLS
DB00234,DB00715,0.1711,DrugBank,LapRLS
DB06670,DB06440,0.1711,DrugBank,LapRLS
DB00434,DB11783,0.1711,DrugBank,LapRLS
DB01547,DB01201,0.171,DrugBank,LapRLS
DB01017,DB00582,0.171,DrugBank,LapRLS
DB00972,DB13876,0.171,DrugBank,LapRLS
DB00499,DB01580,0.171,DrugBank,LapRLS
DB00408,DB08893,0.171,DrugBank,LapRLS
DB11960,DB01320,0.171,DrugBank,LapRLS
DB00714,DB09073,0.171,DrugBank,LapRLS
DB11636,DB00932,0.171,DrugBank,LapRLS
DB06693,DB00482,0.171,DrugBank,LapRLS
DB13837,DB08986,0.171,DrugBank,LapRLS
DB01172,DB13532,0.171,DrugBank,LapRLS
DB04552,DB06771,0.171,DrugBank,LapRLS
DB04884,DB03128,0.171,DrugBank,LapRLS
DB00231,DB01105,0.171,DrugBank,LapRLS
DB06701,DB11783,0.171,DrugBank,LapRLS
DB01577,DB12248,0.171,DrugBank,LapRLS
DB08960,DB00187,0.171,DrugBank,LapRLS
DB06287,DB00472,0.171,DrugBank,LapRLS
DB11737,DB01104,0.171,DrugBank,LapRLS
DB00810,DB00268,0.171,DrugBank,LapRLS
DB06153,DB01201,0.171,DrugBank,LapRLS
DB12289,DB09118,0.171,DrugBank,LapRLS
DB00283,DB09065,0.171,DrugBank,LapRLS
DB00550,DB01118,0.171,DrugBank,LapRLS
DB00613,DB01254,0.171,DrugBank,LapRLS
DB08864,DB12902,0.171,DrugBank,LapRLS
DB00746,DB11640,0.171,NCRD,LapRLS
DB13749,DB00831,0.171,NCRD,LapRLS
DB01035,DB12693,0.171,DrugBank,LapRLS
DB00514,DB01198,0.171,DrugBank,LapRLS
DB00443,DB12447,0.171,DrugBank,LapRLS
DB00633,DB00856,0.171,DrugBank,LapRLS
DB01431,DB00599,0.171,DrugBank,LapRLS
DB00206,DB00719,0.171,DrugBank,LapRLS
DB00231,DB12930,0.171,DrugBank,LapRLS
DB02852,DB00176,0.171,DrugBank,LapRLS
DB01122,DB00472,0.171,DrugBank,LapRLS
DB01238,DB09049,0.171,DrugBank,LapRLS
DB01594,DB13025,0.171,DrugBank,LapRLS
DB00813,DB06603,0.171,DrugBank,LapRLS
DB00524,DB09054,0.171,DrugBank,LapRLS
DB00215,DB06711,0.171,DrugBank,LapRLS
DB00714,DB05521,0.171,DrugBank,LapRLS
DB01010,DB00188,0.171,DrugBank,LapRLS
DB00623,DB01191,0.171,DrugBank,LapRLS
DB00590,DB00701,0.171,DrugBank,LapRLS
DB13612,DB06771,0.171,DrugBank,LapRLS
DB11827,DB00503,0.171,DrugBank,LapRLS
DB00613,DB00661,0.171,DrugBank,LapRLS
DB00831,DB12554,0.171,DrugBank,LapRLS
DB00768,DB00338,0.171,DrugBank,LapRLS
DB12445,DB14025,0.171,DrugBank,LapRLS
DB08867,DB01233,0.171,DrugBank,LapRLS
DB00780,DB01601,0.171,DrugBank,LapRLS
DB08895,DB09351,0.171,DrugBank,LapRLS
DB12278,DB01176,0.171,DrugBank,LapRLS
DB11273,DB01288,0.171,DrugBank,LapRLS
DB00839,DB00705,0.171,DrugBank,LapRLS
DB06587,DB01211,0.171,DrugBank,LapRLS
DB01098,DB00269,0.171,DrugBank,LapRLS
DB11431,DB11901,0.171,DrugBank,LapRLS
DB05767,DB01241,0.171,DrugBank,LapRLS
DB00388,DB02925,0.171,DrugBank,LapRLS
DB01200,DB00736,0.171,DrugBank,LapRLS
DB00656,DB06678,0.171,DrugBank,LapRLS
DB00749,DB12092,0.171,DrugBank,LapRLS
DB13929,DB01232,0.171,DrugBank,LapRLS
DB00700,DB00625,0.171,DrugBank,LapRLS
DB09194,DB00278,0.171,DrugBank,LapRLS
DB00296,DB00777,0.171,DrugBank,LapRLS
DB00392,DB00482,0.171,DrugBank,LapRLS
DB01238,DB12749,0.171,DrugBank,LapRLS
DB01151,DB01144,0.171,DrugBank,LapRLS
DB00672,DB09389,0.171,DrugBank,LapRLS
DB01239,DB00208,0.171,DrugBank,LapRLS
DB01248,DB00697,0.171,DrugBank,LapRLS
DB00532,DB04872,0.171,DrugBank,LapRLS
DB00320,DB12100,0.171,DrugBank,LapRLS
DB09309,DB00794,0.171,DrugBank,LapRLS
DB00736,DB06595,0.171,DrugBank,LapRLS
DB00321,DB12927,0.171,DrugBank,LapRLS
DB06616,DB00178,0.171,DrugBank,LapRLS
DB13867,DB02342,0.171,DrugBank,LapRLS
DB01395,DB02342,0.171,DrugBank,LapRLS
DB01576,DB04832,0.171,DrugBank,LapRLS
DB08881,DB12447,0.171,DrugBank,LapRLS
DB01410,DB05260,0.171,DrugBank,LapRLS
DB08996,DB00463,0.171,DrugBank,LapRLS
DB05541,DB01242,0.171,DrugBank,LapRLS
DB00924,DB00816,0.171,DrugBank,LapRLS
DB09128,DB01611,0.171,DrugBank,LapRLS
DB13384,DB00425,0.171,DrugBank,LapRLS
DB00911,DB00418,0.1709,DrugBank,LapRLS
DB06292,DB08815,0.1709,DrugBank,LapRLS
DB00814,DB08399,0.1709,DrugBank,LapRLS
DB01535,DB00673,0.1709,DrugBank,LapRLS
DB04870,DB00544,0.1709,DrugBank,LapRLS
DB07615,DB00463,0.1709,DrugBank,LapRLS
DB06207,DB00476,0.1709,DrugBank,LapRLS
DB13879,DB09118,0.1709,DrugBank,LapRLS
DB00344,DB01071,0.1709,DrugBank,LapRLS
DB08864,DB00938,0.1709,DrugBank,LapRLS
DB00903,DB09239,0.1709,DrugBank,LapRLS
DB01229,DB01419,0.1709,DrugBank,LapRLS
DB02520,DB00343,0.1709,DrugBank,LapRLS
DB13879,DB01026,0.1709,DrugBank,LapRLS
DB01215,DB00178,0.1709,DrugBank,LapRLS
DB00872,DB00146,0.1709,DrugBank,LapRLS
DB00795,DB14025,0.1709,DrugBank,LapRLS
DB09243,DB01115,0.1709,DrugBank,LapRLS
DB01013,DB11633,0.1709,DrugBank,LapRLS
DB00316,DB00866,0.1709,DrugBank,LapRLS
DB12923,DB04842,0.1709,DrugBank,LapRLS
DB00372,DB00363,0.1709,DrugBank,LapRLS
DB00508,DB00825,0.1709,DrugBank,LapRLS
DB01228,DB01045,0.1709,DrugBank,LapRLS
DB00960,DB01167,0.1709,DrugBank,LapRLS
DB00184,DB00448,0.1709,DrugBank,LapRLS
DB09230,DB01320,0.1709,DrugBank,LapRLS
DB01096,DB08899,0.1709,DrugBank,LapRLS
DB09056,DB09286,0.1709,DrugBank,LapRLS
DB00195,DB08985,0.1709,DrugBank,LapRLS
DB01380,DB01196,0.1709,DrugBank,LapRLS
DB12710,DB09195,0.1709,DrugBank,LapRLS
DB01114,DB00701,0.1709,DrugBank,LapRLS
DB11785,DB01242,0.1709,DrugBank,LapRLS
DB00777,DB06738,0.1709,DrugBank,LapRLS
DB13384,DB12693,0.1709,DrugBank,LapRLS
DB00344,DB01237,0.1709,DrugBank,LapRLS
DB06813,DB00564,0.1709,DrugBank,LapRLS
DB06780,DB14025,0.1709,DrugBank,LapRLS
DB00392,DB00349,0.1709,DrugBank,LapRLS
DB00159,DB02342,0.1709,DrugBank,LapRLS
DB12833,DB00224,0.1709,DrugBank,LapRLS
DB00280,DB13025,0.1709,DrugBank,LapRLS
DB09543,DB12832,0.1709,DrugBank,LapRLS
DB08974,DB00176,0.1709,DrugBank,LapRLS
DB00397,DB00221,0.1709,DrugBank,LapRLS
DB00504,DB01021,0.1709,DrugBank,LapRLS
DB00243,DB00653,0.1709,DrugBank,LapRLS
DB00346,DB01245,0.1709,DrugBank,LapRLS
DB00532,DB13233,0.1709,DrugBank,LapRLS
DB01134,DB14025,0.1709,DrugBank,LapRLS
DB06702,DB13124,0.1709,DrugBank,LapRLS
DB00490,DB09555,0.1709,DrugBank,LapRLS
DB00546,DB01080,0.1709,DrugBank,LapRLS
DB00514,DB00704,0.1709,DrugBank,LapRLS
DB11616,DB00619,0.1709,DrugBank,LapRLS
DB06207,DB11614,0.1709,DrugBank,LapRLS
DB08895,DB00932,0.1709,DrugBank,LapRLS
DB13509,DB04626,0.1709,DrugBank,LapRLS
DB04573,DB00207,0.1709,DrugBank,LapRLS
DB04630,DB13955,0.1709,DrugBank,LapRLS
DB01183,DB00182,0.1709,DrugBank,LapRLS
DB09309,DB00289,0.1709,DrugBank,LapRLS
DB00908,DB01214,0.1709,DrugBank,LapRLS
DB09240,DB01353,0.1709,DrugBank,LapRLS
DB01251,DB09048,0.1709,DrugBank,LapRLS
DB00964,DB12766,0.1709,DrugBank,LapRLS
DB00317,DB12923,0.1709,DrugBank,LapRLS
DB01622,DB01159,0.1709,DrugBank,LapRLS
DB01565,DB00264,0.1709,DrugBank,LapRLS
DB00938,DB00251,0.1709,DrugBank,LapRLS
DB08951,DB00285,0.1709,DrugBank,LapRLS
DB04872,DB01609,0.1709,DrugBank,LapRLS
DB00346,DB12930,0.1709,DrugBank,LapRLS
DB11752,DB00661,0.1709,DrugBank,LapRLS
DB01608,DB13643,0.1709,DrugBank,LapRLS
DB13879,DB00312,0.1709,DrugBank,LapRLS
DB01236,DB09488,0.1709,DrugBank,LapRLS
DB00818,DB01105,0.1709,DrugBank,LapRLS
DB04888,DB00661,0.1709,DrugBank,LapRLS
DB13991,DB01118,0.1709,DrugBank,LapRLS
DB01189,DB00832,0.1709,DrugBank,LapRLS
DB08921,DB14025,0.1709,DrugBank,LapRLS
DB05109,DB08896,0.1709,DrugBank,LapRLS
DB04896,DB01023,0.1709,DrugBank,LapRLS
DB08807,DB09063,0.1709,DrugBank,LapRLS
DB11770,DB13114,0.1709,DrugBank,LapRLS
DB01495,DB00476,0.1709,DrugBank,LapRLS
DB01611,DB09065,0.1709,DrugBank,LapRLS
DB09251,DB00562,0.1709,DrugBank,LapRLS
DB13509,DB04729,0.1709,DrugBank,LapRLS
DB00494,DB00392,0.1709,DrugBank,LapRLS
DB00278,DB01023,0.1709,DrugBank,LapRLS
DB01018,DB09230,0.1709,DrugBank,LapRLS
DB01037,DB01146,0.1709,DrugBank,LapRLS
DB01248,DB02178,0.1709,DrugBank,LapRLS
DB11792,DB01242,0.1709,DrugBank,LapRLS
DB04884,DB00857,0.1709,DrugBank,LapRLS
DB01250,DB00603,0.1709,DrugBank,LapRLS
DB11691,DB01320,0.1709,DrugBank,LapRLS
DB12025,DB12916,0.1709,DrugBank,LapRLS
DB01100,DB13500,0.1709,DrugBank,LapRLS
DB01071,DB00527,0.1709,DrugBank,LapRLS
DB00856,DB00834,0.1709,DrugBank,LapRLS
DB00697,DB08912,0.1708,DrugBank,LapRLS
DB06807,DB09275,0.1708,DrugBank,LapRLS
DB11348,DB14025,0.1708,DrugBank,LapRLS
DB04953,DB00571,0.1708,DrugBank,LapRLS
DB00646,DB00257,0.1708,DrugBank,LapRLS
DB00206,DB01241,0.1708,DrugBank,LapRLS
DB01183,DB04871,0.1708,DrugBank,LapRLS
DB00285,DB08954,0.1708,DrugBank,LapRLS
DB11614,DB01235,0.1708,DrugBank,LapRLS
DB00750,DB00270,0.1708,DrugBank,LapRLS
DB01184,DB01567,0.1708,DrugBank,LapRLS
DB11614,DB01068,0.1708,DrugBank,LapRLS
DB04840,DB00933,0.1708,DrugBank,LapRLS
DB12025,DB06235,0.1708,DrugBank,LapRLS
DB00915,DB01210,0.1708,DrugBank,LapRLS
DB12661,DB01045,0.1708,DrugBank,LapRLS
DB01289,DB08912,0.1708,DrugBank,LapRLS
DB00628,DB01620,0.1708,DrugBank,LapRLS
DB00280,DB12518,0.1708,DrugBank,LapRLS
DB09082,DB09235,0.1708,DrugBank,LapRLS
DB06698,DB00564,0.1708,DrugBank,LapRLS
DB00344,DB06600,0.1708,DrugBank,LapRLS
DB00306,DB08872,0.1708,DrugBank,LapRLS
DB00392,DB01211,0.1708,DrugBank,LapRLS
DB00768,DB04871,0.1708,DrugBank,LapRLS
DB04682,DB00176,0.1708,DrugBank,LapRLS
DB00237,DB00435,0.1708,DrugBank,LapRLS
DB05109,DB00555,0.1708,NCRD,LapRLS
DB00437,DB01143,0.1708,NCRD,LapRLS
DB09214,DB00193,0.1708,NCRD,LapRLS
DB01525,DB00834,0.1708,DrugBank,LapRLS
DB00546,DB01227,0.1708,DrugBank,LapRLS
DB00983,DB00606,0.1708,DrugBank,LapRLS
DB01196,DB01041,0.1708,DrugBank,LapRLS
DB06266,DB00564,0.1708,DrugBank,LapRLS
DB00973,DB01026,0.1708,DrugBank,LapRLS
DB00469,DB08820,0.1708,DrugBank,LapRLS
DB04690,DB00661,0.1708,DrugBank,LapRLS
DB00187,DB11642,0.1708,DrugBank,LapRLS
DB01418,DB00701,0.1708,DrugBank,LapRLS
DB06797,DB01529,0.1708,DrugBank,LapRLS
DB13314,DB13843,0.1708,DrugBank,LapRLS
DB08940,DB09238,0.1708,DrugBank,LapRLS
DB00771,DB01167,0.1708,DrugBank,LapRLS
DB01565,DB09238,0.1708,DrugBank,LapRLS
DB00408,DB12598,0.1708,DrugBank,LapRLS
DB06729,DB01026,0.1708,DrugBank,LapRLS
DB13114,DB01565,0.1708,DrugBank,LapRLS
DB01184,DB04832,0.1708,DrugBank,LapRLS
DB06813,DB08881,0.1708,DrugBank,LapRLS
DB01594,DB12867,0.1708,DrugBank,LapRLS
DB00750,DB00373,0.1708,DrugBank,LapRLS
DB01365,DB01264,0.1708,DrugBank,LapRLS
DB01071,DB01588,0.1708,DrugBank,LapRLS
DB00546,DB01525,0.1708,DrugBank,LapRLS
DB00508,DB01063,0.1708,DrugBank,LapRLS
DB01235,DB01097,0.1708,DrugBank,LapRLS
DB01396,DB01076,0.1708,DrugBank,LapRLS
DB00337,DB12447,0.1708,DrugBank,LapRLS
DB09288,DB00615,0.1708,DrugBank,LapRLS
DB06770,DB01054,0.1708,DrugBank,LapRLS
DB01393,DB00701,0.1708,DrugBank,LapRLS
DB00433,DB00675,0.1708,DrugBank,LapRLS
DB01220,DB09048,0.1708,DrugBank,LapRLS
DB00818,DB00841,0.1708,DrugBank,LapRLS
DB00531,DB00136,0.1708,DrugBank,LapRLS
DB00560,DB00252,0.1708,DrugBank,LapRLS
DB01239,DB13950,0.1708,DrugBank,LapRLS
DB04953,DB00289,0.1708,DrugBank,LapRLS
DB01622,DB11901,0.1708,DrugBank,LapRLS
DB00990,DB00849,0.1708,DrugBank,LapRLS
DB06797,DB06716,0.1708,DrugBank,LapRLS
DB00810,DB00615,0.1708,DrugBank,LapRLS
DB00788,DB00908,0.1708,DrugBank,LapRLS
DB06480,DB01590,0.1708,DrugBank,LapRLS
DB08940,DB00252,0.1708,DrugBank,LapRLS
DB01267,DB01012,0.1708,DrugBank,LapRLS
DB06789,DB01419,0.1708,DrugBank,LapRLS
DB01525,DB11642,0.1708,DrugBank,LapRLS
DB00237,DB01063,0.1708,DrugBank,LapRLS
DB00980,DB07767,0.1708,DrugBank,LapRLS
DB09017,DB00263,0.1708,DrugBank,LapRLS
DB13384,DB09225,0.1708,DrugBank,LapRLS
DB09053,DB00393,0.1708,DrugBank,LapRLS
DB00251,DB01232,0.1708,DrugBank,LapRLS
DB00721,DB09231,0.1708,DrugBank,LapRLS
DB00540,DB00800,0.1708,DrugBank,LapRLS
DB00334,DB09074,0.1708,DrugBank,LapRLS
DB01325,DB01609,0.1708,DrugBank,LapRLS
DB09248,DB00414,0.1708,DrugBank,LapRLS
DB00704,DB04946,0.1708,DrugBank,LapRLS
DB09229,DB00476,0.1708,DrugBank,LapRLS
DB12273,DB01254,0.1708,DrugBank,LapRLS
DB00669,DB00203,0.1708,DrugBank,LapRLS
DB12474,DB01263,0.1708,DrugBank,LapRLS
DB00939,DB05812,0.1708,DrugBank,LapRLS
DB00590,DB02925,0.1707,DrugBank,LapRLS
DB00486,DB08824,0.1707,DrugBank,LapRLS
DB00846,DB00559,0.1707,DrugBank,LapRLS
DB09232,DB01090,0.1707,DrugBank,LapRLS
DB04948,DB00449,0.1707,DrugBank,LapRLS
DB00363,DB09000,0.1707,DrugBank,LapRLS
DB06202,DB11672,0.1707,DrugBank,LapRLS
DB08952,DB00243,0.1707,DrugBank,LapRLS
DB01200,DB12523,0.1707,DrugBank,LapRLS
DB09000,DB11638,0.1707,DrugBank,LapRLS
DB00541,DB00346,0.1707,DrugBank,LapRLS
DB00392,DB01239,0.1707,DrugBank,LapRLS
DB00706,DB01063,0.1707,DrugBank,LapRLS
DB12094,DB00379,0.1707,DrugBank,LapRLS
DB01162,DB01211,0.1707,DrugBank,LapRLS
DB00514,DB01501,0.1707,DrugBank,LapRLS
DB01367,DB00648,0.1707,DrugBank,LapRLS
DB08996,DB00285,0.1707,DrugBank,LapRLS
DB00311,DB00208,0.1707,DrugBank,LapRLS
DB00805,DB00661,0.1707,DrugBank,LapRLS
DB06729,DB11901,0.1707,DrugBank,LapRLS
DB00528,DB01182,0.1707,DrugBank,LapRLS
DB00777,DB00425,0.1707,DrugBank,LapRLS
DB00243,DB01565,0.1707,DrugBank,LapRLS
DB06267,DB00187,0.1707,DrugBank,LapRLS
DB00398,DB08808,0.1707,DrugBank,LapRLS
DB11093,DB13943,0.1707,DrugBank,LapRLS
DB04861,DB09231,0.1707,DrugBank,LapRLS
DB01245,DB11783,0.1707,DrugBank,LapRLS
DB00433,DB00758,0.1707,DrugBank,LapRLS
DB01018,DB08896,0.1707,DrugBank,LapRLS
DB01420,DB01076,0.1707,DrugBank,LapRLS
DB06292,DB00304,0.1707,DrugBank,LapRLS
DB04957,DB09280,0.1707,DrugBank,LapRLS
DB08882,DB00208,0.1707,DrugBank,LapRLS
DB11755,DB09119,0.1707,DrugBank,LapRLS
DB00788,DB09118,0.1707,DrugBank,LapRLS
DB09243,DB06152,0.1707,DrugBank,LapRLS
DB00850,DB01195,0.1707,DrugBank,LapRLS
DB04166,DB02261,0.1707,DrugBank,LapRLS
DB01626,DB00976,0.1707,DrugBank,LapRLS
DB00880,DB01226,0.1707,DrugBank,LapRLS
DB00540,DB00331,0.1707,DrugBank,LapRLS
DB01440,DB00568,0.1707,DrugBank,LapRLS
DB00318,DB00758,0.1707,DrugBank,LapRLS
DB01608,DB13259,0.1707,DrugBank,LapRLS
DB01392,DB09229,0.1707,DrugBank,LapRLS
DB00777,DB12972,0.1707,DrugBank,LapRLS
DB00608,DB09335,0.1707,DrugBank,LapRLS
DB06816,DB00196,0.1707,DrugBank,LapRLS
DB00876,DB00625,0.1707,DrugBank,LapRLS
DB01594,DB01618,0.1707,DrugBank,LapRLS
DB00903,DB11770,0.1707,DrugBank,LapRLS
DB01229,DB08952,0.1707,DrugBank,LapRLS
DB01081,DB06800,0.1707,DrugBank,LapRLS
DB01183,DB12273,0.1707,DrugBank,LapRLS
DB04957,DB09065,0.1707,DrugBank,LapRLS
DB00557,DB00501,0.1707,DrugBank,LapRLS
DB00191,DB13139,0.1707,DrugBank,LapRLS
DB01038,DB00468,0.1707,DrugBank,LapRLS
DB01142,DB00328,0.1707,DrugBank,LapRLS
DB00562,DB08808,0.1707,DrugBank,LapRLS
DB00404,DB09555,0.1707,DrugBank,LapRLS
DB01204,DB00705,0.1707,DrugBank,LapRLS
DB09295,DB00091,0.1707,DrugBank,LapRLS
DB00656,DB00946,0.1707,DrugBank,LapRLS
DB00189,DB00661,0.1707,DrugBank,LapRLS
DB09070,DB09054,0.1707,DrugBank,LapRLS
DB00455,DB00777,0.1707,DrugBank,LapRLS
DB00306,DB00349,0.1707,DrugBank,LapRLS
DB06207,DB07767,0.1707,DrugBank,LapRLS
DB00375,DB00246,0.1707,DrugBank,LapRLS
DB12364,DB09280,0.1707,DrugBank,LapRLS
DB00922,DB08836,0.1707,DrugBank,LapRLS
DB01401,DB00839,0.1707,DrugBank,LapRLS
DB09262,DB00472,0.1707,DrugBank,LapRLS
DB04575,DB09048,0.1707,DrugBank,LapRLS
DB01183,DB05246,0.1707,DrugBank,LapRLS
DB00704,DB09224,0.1707,DrugBank,LapRLS
DB00753,DB05521,0.1707,DrugBank,LapRLS
DB00210,DB01185,0.1707,DrugBank,LapRLS
DB13118,DB00564,0.1707,DrugBank,LapRLS
DB13643,DB01254,0.1707,DrugBank,LapRLS
DB13142,DB04258,0.1707,DrugBank,LapRLS
DB01221,DB06148,0.1707,DrugBank,LapRLS
DB01183,DB00950,0.1707,DrugBank,LapRLS
DB00734,DB13679,0.1707,DrugBank,LapRLS
DB08910,DB06731,0.1706,DrugBank,LapRLS
DB06797,DB12184,0.1706,DrugBank,LapRLS
DB12406,DB01089,0.1706,DrugBank,LapRLS
DB00443,DB00705,0.1706,DrugBank,LapRLS
DB04938,DB00268,0.1706,DrugBank,LapRLS
DB01501,DB01037,0.1706,DrugBank,LapRLS
DB01547,DB08933,0.1706,DrugBank,LapRLS
DB00234,DB00875,0.1706,DrugBank,LapRLS
DB09286,DB02925,0.1706,DrugBank,LapRLS
DB01303,DB13166,0.1706,DrugBank,LapRLS
DB06738,DB04871,0.1706,DrugBank,LapRLS
DB00835,DB00701,0.1706,DrugBank,LapRLS
DB13374,DB01320,0.1706,DrugBank,LapRLS
DB06230,DB04827,0.1706,DrugBank,LapRLS
DB00998,DB01576,0.1706,DrugBank,LapRLS
DB09234,DB08836,0.1706,DrugBank,LapRLS
DB01174,DB06774,0.1706,DrugBank,LapRLS
DB06729,DB00582,0.1706,DrugBank,LapRLS
DB00276,DB01174,0.1706,DrugBank,LapRLS
DB00641,DB06731,0.1706,DrugBank,LapRLS
DB04819,DB08933,0.1706,DrugBank,LapRLS
DB08882,DB01254,0.1706,DrugBank,LapRLS
DB01246,DB08927,0.1706,DrugBank,LapRLS
DB09250,DB13711,0.1706,DrugBank,LapRLS
DB01424,DB01395,0.1706,DrugBank,LapRLS
DB06207,DB06478,0.1706,DrugBank,LapRLS
DB00540,DB06774,0.1706,DrugBank,LapRLS
DB01036,DB01154,0.1706,DrugBank,LapRLS
DB09295,DB00673,0.1706,DrugBank,LapRLS
DB04325,DB00808,0.1706,DrugBank,LapRLS
DB00734,DB01459,0.1706,DrugBank,LapRLS
DB12489,DB14033,0.1706,DrugBank,LapRLS
DB00872,DB01536,0.1706,DrugBank,LapRLS
DB11770,DB01242,0.1706,DrugBank,LapRLS
DB13141,DB06771,0.1706,DrugBank,LapRLS
DB05229,DB00263,0.1706,DrugBank,LapRLS
DB00951,DB01168,0.1706,DrugBank,LapRLS
DB01594,DB08953,0.1706,DrugBank,LapRLS
DB00306,DB00980,0.1706,DrugBank,LapRLS
DB00453,DB13136,0.1706,DrugBank,LapRLS
DB00704,DB06216,0.1706,DrugBank,LapRLS
DB12461,DB09063,0.1706,DrugBank,LapRLS
DB01215,DB00584,0.1706,DrugBank,LapRLS
DB04840,DB06700,0.1706,DrugBank,LapRLS
DB00193,DB01071,0.1706,DrugBank,LapRLS
DB09254,DB00224,0.1706,DrugBank,LapRLS
DB00201,DB00278,0.1706,DrugBank,LapRLS
DB00419,DB08922,0.1706,DrugBank,LapRLS
DB00866,DB01144,0.1706,DrugBank,LapRLS
DB00321,DB00920,0.1706,DrugBank,LapRLS
DB06741,DB04855,0.1706,DrugBank,LapRLS
DB06230,DB01567,0.1706,DrugBank,LapRLS
DB09091,DB08912,0.1706,DrugBank,LapRLS
DB13158,DB00606,0.1706,DrugBank,LapRLS
DB01611,DB00794,0.1706,DrugBank,LapRLS
DB11471,DB00648,0.1706,DrugBank,LapRLS
DB00136,DB00701,0.1706,DrugBank,LapRLS
DB13384,DB12332,0.1706,DrugBank,LapRLS
DB00768,DB01597,0.1706,DrugBank,LapRLS
DB13837,DB00246,0.1706,DrugBank,LapRLS
DB01303,DB08873,0.1706,DrugBank,LapRLS
DB13139,DB00207,0.1706,DrugBank,LapRLS
DB01246,DB12093,0.1706,DrugBank,LapRLS
DB01238,DB01357,0.1706,DrugBank,LapRLS
DB09281,DB00902,0.1706,DrugBank,LapRLS
DB06797,DB00391,0.1706,DrugBank,LapRLS
DB00231,DB13114,0.1706,DrugBank,LapRLS
DB13837,DB04833,0.1706,DrugBank,LapRLS
DB06230,DB12833,0.1706,DrugBank,LapRLS
DB01010,DB00289,0.1706,DrugBank,LapRLS
DB00897,DB09198,0.1706,DrugBank,LapRLS
DB09230,DB09330,0.1706,DrugBank,LapRLS
DB09068,DB12161,0.1706,DrugBank,LapRLS
DB06288,DB00661,0.1706,DrugBank,LapRLS
DB06737,DB09139,0.1706,DrugBank,LapRLS
DB08897,DB06636,0.1706,DrugBank,LapRLS
DB08974,DB00208,0.1706,DrugBank,LapRLS
DB01037,DB13679,0.1706,DrugBank,LapRLS
DB00764,DB06636,0.1706,DrugBank,LapRLS
DB04066,DB08794,0.1706,DrugBank,LapRLS
DB11792,DB01263,0.1706,DrugBank,LapRLS
DB13160,DB00673,0.1706,DrugBank,LapRLS
DB01037,DB12313,0.1706,DrugBank,LapRLS
DB06202,DB01263,0.1706,DrugBank,LapRLS
DB00477,DB06635,0.1706,DrugBank,LapRLS
DB00985,DB00392,0.1706,DrugBank,LapRLS
