Drug1,Drug2,Prob,Source,Method
DB00224,DB00325,0.1917,CRD,GIP
DB00374,DB01173,0.1917,CRD,GIP
DB01349,DB00371,0.1917,CRD,GIP
DB01213,DB11921,0.1917,CRD,GIP
DB00228,DB00420,0.1916,CRD,GIP
DB00753,DB00284,0.1916,DrugBank,GIP
DB09459,DB12752,0.1916,DrugBank,GIP
DB14043,DB13069,0.1916,DrugBank,GIP
DB03128,DB12092,0.1916,DrugBank,GIP
DB01213,DB13257,0.1916,CRD,GIP
DB00159,DB02255,0.1915,DrugBank,GIP
DB04165,DB00714,0.1915,DrugBank,GIP
DB01563,DB00343,0.1914,DrugBank,GIP
DB01189,DB04854,0.1914,DrugBank,GIP
DB00411,DB12289,0.1914,DrugBank,GIP
DB06637,DB00788,0.1914,CRD,GIP
DB00339,DB01764,0.1913,DrugBank,GIP
DB01213,DB00554,0.1912,CRD,GIP
DB06782,DB09343,0.1912,DrugBank,GIP
DB04936,DB02855,0.1912,DrugBank,GIP
DB01612,DB01213,0.1912,DrugBank,GIP
DB06016,DB05015,0.1912,CRD,GIP
DB03754,DB01259,0.1911,DrugBank,GIP
DB00805,DB01015,0.1911,CRD,GIP
DB00856,DB01228,0.1911,CRD,GIP
DB00217,DB08987,0.191,DrugBank,GIP
DB04557,DB00375,0.191,DrugBank,GIP
DB06770,DB01628,0.191,DrugBank,GIP
DB03754,DB00757,0.191,DrugBank,GIP
DB00727,DB01319,0.191,DrugBank,GIP
DB06732,DB01169,0.191,CRD,GIP
DB00166,DB09225,0.191,DrugBank,GIP
DB00974,DB09281,0.1909,DrugBank,GIP
DB01170,DB01147,0.1909,DrugBank,GIP
DB03793,DB01006,0.1909,DrugBank,GIP
DB06512,DB06264,0.1909,CRD,GIP
DB09462,DB01235,0.1909,CRD,GIP
DB11779,DB01043,0.1909,CRD,GIP
DB00316,DB00730,0.1909,DrugBank,GIP
DB11995,DB06147,0.1908,CRD,GIP
DB00395,DB06726,0.1907,CRD,GIP
DB00804,DB13217,0.1907,DrugBank,GIP
DB01440,DB04951,0.1907,DrugBank,GIP
DB00915,DB00701,0.1907,DrugBank,GIP
DB11779,DB09224,0.1907,CRD,GIP
DB00780,DB09009,0.1907,DrugBank,GIP
DB00228,DB01092,0.1907,CRD,GIP
DB01577,DB00796,0.1907,CRD,GIP
DB11362,DB00228,0.1907,CRD,GIP
DB08901,DB00832,0.1906,CRD,GIP
DB09031,DB00527,0.1906,DrugBank,GIP
DB04557,DB01194,0.1906,DrugBank,GIP
DB00855,DB00533,0.1906,DrugBank,GIP
DB00339,DB00627,0.1906,CRD,GIP
DB09083,DB00851,0.1906,CRD,GIP
DB01143,DB06813,0.1905,DrugBank,GIP
DB00411,DB01603,0.1905,DrugBank,GIP
DB03040,DB00903,0.1905,DrugBank,GIP
DB12821,DB00284,0.1904,DrugBank,GIP
DB06527,DB12645,0.1904,DrugBank,GIP
DB08893,DB00228,0.1904,CRD,GIP
DB04818,DB01218,0.1904,DrugBank,GIP
DB01878,DB11780,0.1903,DrugBank,GIP
DB04325,DB08927,0.1903,DrugBank,GIP
DB01090,DB01097,0.1903,DrugBank,GIP
DB00763,DB09249,0.1903,DrugBank,GIP
DB00813,DB00866,0.1903,CRD,GIP
DB04272,DB05107,0.1902,DrugBank,GIP
DB09031,DB01295,0.1902,DrugBank,GIP
DB01263,DB01583,0.1902,CRD,GIP
DB00374,DB01407,0.1902,CRD,GIP
DB04830,DB06820,0.1902,DrugBank,GIP
DB00159,DB06218,0.1901,DrugBank,GIP
DB06698,DB09075,0.1901,DrugBank,GIP
DB01563,DB03880,0.1901,DrugBank,GIP
DB00658,DB01079,0.1899,DrugBank,GIP
DB06689,DB01248,0.1899,CRD,GIP
DB06783,DB12279,0.1899,DrugBank,GIP
DB06689,DB00189,0.1899,DrugBank,GIP
DB08908,DB01603,0.1899,DrugBank,GIP
DB01189,DB06266,0.1899,DrugBank,GIP
DB03128,DB09280,0.1899,DrugBank,GIP
DB00859,DB01764,0.1899,DrugBank,GIP
DB00122,DB01340,0.1898,DrugBank,GIP
DB06709,DB13746,0.1898,DrugBank,GIP
DB00182,DB08984,0.1898,DrugBank,GIP
DB01074,DB00330,0.1897,DrugBank,GIP
DB01878,DB00645,0.1897,DrugBank,GIP
DB09401,DB00216,0.1897,DrugBank,GIP
DB01008,DB12752,0.1897,DrugBank,GIP
DB01577,DB09215,0.1897,DrugBank,GIP
DB09076,DB01213,0.1897,CRD,GIP
DB01558,DB01583,0.1896,CRD,GIP
DB00529,DB01683,0.1896,DrugBank,GIP
DB00763,DB09119,0.1896,DrugBank,GIP
DB01057,DB12259,0.1895,DrugBank,GIP
DB03756,DB04840,0.1895,CRD,GIP
DB09139,DB09167,0.1894,DrugBank,GIP
DB01074,DB06700,0.1894,DrugBank,GIP
DB00711,DB01587,0.1894,DrugBank,GIP
DB04827,DB08827,0.1894,DrugBank,GIP
DB00374,DB01583,0.1894,CRD,GIP
DB01197,DB06637,0.1894,CRD,GIP
DB06698,DB00645,0.1894,DrugBank,GIP
DB04936,DB06209,0.1893,DrugBank,GIP
DB06783,DB00543,0.1893,DrugBank,GIP
DB00763,DB06820,0.1892,DrugBank,GIP
DB00859,DB13307,0.1892,DrugBank,GIP
DB09561,DB06706,0.1892,DrugBank,GIP
DB00951,DB11780,0.1892,DrugBank,GIP
DB00361,DB00804,0.1892,CRD,GIP
DB08834,DB00227,0.1892,CRD,GIP
DB09128,DB02300,0.1891,CRD,GIP
DB00825,DB04743,0.1891,DrugBank,GIP
DB03756,DB00811,0.1891,DrugBank,GIP
DB06799,DB00493,0.189,DrugBank,GIP
DB00280,DB06264,0.189,CRD,GIP
DB00799,DB06762,0.189,CRD,GIP
DB06689,DB00451,0.189,DrugBank,GIP
DB06799,DB00969,0.1889,DrugBank,GIP
DB09499,DB08955,0.1889,DrugBank,GIP
DB00951,DB01113,0.1889,DrugBank,GIP
DB01213,DB00339,0.1889,CRD,GIP
DB00302,DB01388,0.1889,DrugBank,GIP
DB06654,DB01144,0.1888,CRD,GIP
DB00556,DB09084,0.1887,DrugBank,GIP
DB06261,DB09254,0.1887,DrugBank,GIP
DB03203,DB09138,0.1887,DrugBank,GIP
DB06783,DB01112,0.1887,DrugBank,GIP
DB04886,DB12582,0.1887,CRD,GIP
DB09252,DB09078,0.1886,DrugBank,GIP
DB13116,DB12884,0.1886,DrugBank,GIP
DB06154,DB06412,0.1886,DrugBank,GIP
DB06782,DB00326,0.1886,DrugBank,GIP
DB04325,DB00861,0.1886,DrugBank,GIP
DB00162,DB04946,0.1885,CRD,GIP
DB00490,DB09148,0.1884,CRD,GIP
DB00566,DB06700,0.1884,DrugBank,GIP
DB11268,DB12770,0.1884,DrugBank,GIP
DB00339,DB00701,0.1884,DrugBank,GIP
DB03756,DB01289,0.1884,DrugBank,GIP
DB04830,DB00748,0.1884,DrugBank,GIP
DB08921,DB01206,0.1884,DrugBank,GIP
DB03754,DB01580,0.1884,DrugBank,GIP
DB01878,DB06660,0.1884,DrugBank,GIP
DB08908,DB00582,0.1884,DrugBank,GIP
DB01612,DB06147,0.1883,DrugBank,GIP
DB01440,DB06210,0.1883,DrugBank,GIP
DB06637,DB01685,0.1883,CRD,GIP
DB03127,DB12958,0.1882,DrugBank,GIP
DB13255,DB05708,0.1882,DrugBank,GIP
DB00118,DB00755,0.1882,CRD,GIP
DB13231,DB09011,0.1882,DrugBank,GIP
DB06770,DB00177,0.1881,CRD,GIP
DB03128,DB00720,0.1881,DrugBank,GIP
DB00763,DB01459,0.1881,DrugBank,GIP
DB01263,DB00740,0.188,CRD,GIP
DB06770,DB06218,0.188,DrugBank,GIP
DB05260,DB06370,0.188,DrugBank,GIP
DB00855,DB01603,0.188,DrugBank,GIP
DB01133,DB05107,0.188,DrugBank,GIP
DB08921,DB01591,0.188,DrugBank,GIP
DB00763,DB13984,0.188,DrugBank,GIP
DB03754,DB01091,0.188,DrugBank,GIP
DB00191,DB05022,0.188,DrugBank,GIP
DB04936,DB00298,0.1879,DrugBank,GIP
DB04165,DB00216,0.1879,DrugBank,GIP
DB00515,DB00349,0.1879,DrugBank,GIP
DB00658,DB01188,0.1879,DrugBank,GIP
DB03040,DB09120,0.1879,DrugBank,GIP
DB06016,DB02300,0.1879,CRD,GIP
DB00371,DB03424,0.1878,DrugBank,GIP
DB01170,DB13314,0.1878,DrugBank,GIP
DB08841,DB04786,0.1877,DrugBank,GIP
DB12821,DB04842,0.1877,DrugBank,GIP
DB00822,DB00219,0.1877,DrugBank,GIP
DB01612,DB00870,0.1877,DrugBank,GIP
DB13323,DB09053,0.1877,DrugBank,GIP
DB03754,DB00493,0.1877,DrugBank,GIP
DB00658,DB03172,0.1877,DrugBank,GIP
DB00529,DB06727,0.1876,DrugBank,GIP
DB00742,DB00456,0.1876,DrugBank,GIP
DB00633,DB09148,0.1876,CRD,GIP
DB00325,DB09056,0.1875,DrugBank,GIP
DB06728,DB01107,0.1875,CRD,GIP
DB00973,DB04816,0.1875,CRD,GIP
DB05260,DB13595,0.1875,DrugBank,GIP
DB01074,DB09069,0.1875,DrugBank,GIP
DB04827,DB08955,0.1875,DrugBank,GIP
DB01236,DB08991,0.1874,DrugBank,GIP
DB09139,DB09236,0.1874,DrugBank,GIP
DB00358,DB06736,0.1874,CRD,GIP
DB09352,DB13314,0.1874,DrugBank,GIP
DB03128,DB00818,0.1873,DrugBank,GIP
DB00822,DB06268,0.1873,DrugBank,GIP
DB09138,DB11581,0.1872,DrugBank,GIP
DB00753,DB12028,0.1872,DrugBank,GIP
DB04325,DB11805,0.1872,DrugBank,GIP
DB00371,DB12901,0.1871,DrugBank,GIP
DB03040,DB01245,0.1871,DrugBank,GIP
DB11362,DB01586,0.1871,CRD,GIP
DB05540,DB12923,0.1871,DrugBank,GIP
DB00189,DB09069,0.187,DrugBank,GIP
DB04830,DB00968,0.187,DrugBank,GIP
DB05540,DB12340,0.187,DrugBank,GIP
DB04325,DB00934,0.187,DrugBank,GIP
DB09561,DB09516,0.187,DrugBank,GIP
DB09459,DB13514,0.187,DrugBank,GIP
DB00118,DB06264,0.187,CRD,GIP
DB03756,DB01396,0.1869,CRD,GIP
DB04066,DB12381,0.1869,DrugBank,GIP
DB13058,DB01466,0.1869,DrugBank,GIP
DB00358,DB06730,0.1868,CRD,GIP
DB00763,DB00355,0.1868,DrugBank,GIP
DB04818,DB00861,0.1868,DrugBank,GIP
DB00753,DB05779,0.1868,DrugBank,GIP
DB04557,DB00379,0.1867,CRD,GIP
DB06799,DB06608,0.1867,DrugBank,GIP
DB00380,DB00216,0.1867,DrugBank,GIP
DB04539,DB01079,0.1867,DrugBank,GIP
DB06728,DB08927,0.1866,DrugBank,GIP
DB06728,DB00461,0.1865,DrugBank,GIP
DB03128,DB01128,0.1865,DrugBank,GIP
DB00556,DB00553,0.1865,DrugBank,GIP
DB01613,DB08874,0.1864,DrugBank,GIP
DB13099,DB00658,0.1864,DrugBank,GIP
DB01577,DB00222,0.1864,CRD,GIP
DB13209,DB12693,0.1863,DrugBank,GIP
DB01010,DB06401,0.1863,DrugBank,GIP
DB00371,DB01764,0.1863,DrugBank,GIP
DB04539,DB02959,0.1863,DrugBank,GIP
DB11175,DB03825,0.1863,DrugBank,GIP
DB04572,DB05676,0.1863,DrugBank,GIP
DB09026,DB09148,0.1863,CRD,GIP
DB09128,DB06410,0.1863,CRD,GIP
DB00349,DB06594,0.1862,CRD,GIP
DB01213,DB01064,0.1862,CRD,GIP
DB00805,DB00891,0.1862,CRD,GIP
DB00454,DB00388,0.1862,CRD,GIP
DB13074,DB00523,0.1862,CRD,GIP
DB01189,DB00609,0.1862,DrugBank,GIP
DB03128,DB00582,0.1861,DrugBank,GIP
DB01236,DB01101,0.1861,DrugBank,GIP
DB00742,DB03880,0.18600000000000005,DrugBank,GIP
DB00974,DB00796,0.18600000000000005,CRD,GIP
DB00400,DB01168,0.18600000000000005,CRD,GIP
DB06689,DB09220,0.18600000000000005,DrugBank,GIP
DB04325,DB01268,0.1859,DrugBank,GIP
DB01034,DB00176,0.1859,DrugBank,GIP
DB13255,DB01034,0.1859,DrugBank,GIP
DB08834,DB00655,0.1859,CRD,GIP
DB00974,DB01367,0.1859,DrugBank,GIP
DB04858,DB00857,0.1858,CRD,GIP
DB11898,DB04216,0.1857,DrugBank,GIP
DB01245,DB00492,0.1857,DrugBank,GIP
DB00677,DB05100,0.1857,DrugBank,GIP
DB03754,DB01466,0.1857,DrugBank,GIP
DB12821,DB05779,0.1857,DrugBank,GIP
DB04272,DB09078,0.1857,DrugBank,GIP
DB04572,DB04707,0.1857,DrugBank,GIP
DB00358,DB00832,0.1857,CRD,GIP
DB04572,DB01388,0.1857,DrugBank,GIP
DB01074,DB00554,0.1857,CRD,GIP
DB00917,DB00957,0.1857,CRD,GIP
DB09026,DB01050,0.1857,CRD,GIP
DB09117,DB00607,0.1856,DrugBank,GIP
DB01577,DB00368,0.1856,CRD,GIP
DB09224,DB01236,0.1856,CRD,GIP
DB13058,DB00425,0.1856,DrugBank,GIP
DB13231,DB00357,0.1856,DrugBank,GIP
DB03040,DB11274,0.1856,DrugBank,GIP
DB06154,DB05540,0.1856,DrugBank,GIP
DB01097,DB06728,0.1856,CRD,GIP
DB01577,DB00617,0.1856,CRD,GIP
DB06727,DB00856,0.1856,CRD,GIP
DB00166,DB00922,0.1856,DrugBank,GIP
DB00658,DB01075,0.1855,DrugBank,GIP
DB00202,DB12901,0.1854,DrugBank,GIP
DB04066,DB12492,0.1854,DrugBank,GIP
DB01131,DB09148,0.1854,CRD,GIP
DB00764,DB01197,0.1853,CRD,GIP
DB09249,DB02281,0.1853,DrugBank,GIP
DB06783,DB01146,0.1853,DrugBank,GIP
DB00822,DB01111,0.1853,DrugBank,GIP
DB13058,DB01096,0.1853,DrugBank,GIP
DB00488,DB06701,0.1852,DrugBank,GIP
DB00262,DB00636,0.1852,CRD,GIP
DB01440,DB04655,0.1851,DrugBank,GIP
DB04066,DB09235,0.1851,DrugBank,GIP
DB04572,DB01206,0.1851,DrugBank,GIP
DB06016,DB00418,0.185,CRD,GIP
DB06637,DB01171,0.185,CRD,GIP
DB00323,DB00974,0.185,CRD,GIP
DB01043,DB09251,0.185,DrugBank,GIP
DB01143,DB00391,0.185,DrugBank,GIP
DB01612,DB00169,0.185,DrugBank,GIP
DB01577,DB01117,0.185,DrugBank,GIP
DB00556,DB09220,0.185,DrugBank,GIP
DB06603,DB01097,0.1849,CRD,GIP
DB01015,DB01235,0.1849,CRD,GIP
DB00395,DB11672,0.1849,CRD,GIP
DB01170,DB00391,0.1849,DrugBank,GIP
DB00230,DB06702,0.1849,DrugBank,GIP
DB03128,DB08846,0.1848,CRD,GIP
DB04572,DB00554,0.1848,CRD,GIP
DB00951,DB00352,0.1848,DrugBank,GIP
DB04827,DB06266,0.1848,DrugBank,GIP
DB01080,DB12321,0.1848,DrugBank,GIP
DB04539,DB00375,0.1847,DrugBank,GIP
DB01563,DB12085,0.1847,DrugBank,GIP
DB09499,DB08827,0.1846,DrugBank,GIP
DB13099,DB00440,0.1846,DrugBank,GIP
DB09072,DB06730,0.1846,DrugBank,GIP
DB01612,DB00437,0.1846,DrugBank,GIP
DB09462,DB01056,0.1846,CRD,GIP
DB09289,DB00195,0.1845,CRD,GIP
DB01074,DB00658,0.1845,DrugBank,GIP
DB06728,DB00195,0.1845,DrugBank,GIP
DB06741,DB06819,0.1845,CRD,GIP
DB06728,DB13919,0.1845,CRD,GIP
DB09117,DB02852,0.1845,DrugBank,GIP
DB00371,DB00545,0.1844,CRD,GIP
DB06727,DB00927,0.1844,CRD,GIP
DB03754,DB12617,0.1844,DrugBank,GIP
DB09352,DB00384,0.1844,DrugBank,GIP
DB06689,DB06335,0.1843,CRD,GIP
DB01221,DB01213,0.1843,CRD,GIP
DB09138,DB06445,0.1843,DrugBank,GIP
DB01365,DB01603,0.1843,DrugBank,GIP
DB06783,DB09292,0.1843,DrugBank,GIP
DB00677,DB00217,0.1842,DrugBank,GIP
DB04539,DB06704,0.1842,DrugBank,GIP
DB00742,DB00250,0.1842,DrugBank,GIP
DB13099,DB09079,0.1842,DrugBank,GIP
DB03754,DB13503,0.1841,DrugBank,GIP
DB00914,DB00636,0.1841,CRD,GIP
DB00191,DB08796,0.1841,DrugBank,GIP
DB00917,DB00454,0.1841,CRD,GIP
DB00182,DB05095,0.1841,DrugBank,GIP
DB01440,DB00258,0.1841,DrugBank,GIP
DB00711,DB00235,0.1841,DrugBank,GIP
DB00936,DB06728,0.184,CRD,GIP
DB13179,DB00228,0.184,CRD,GIP
DB06728,DB01092,0.184,CRD,GIP
DB00228,DB00554,0.184,CRD,GIP
DB00914,DB01083,0.184,DrugBank,GIP
DB09281,DB12518,0.1839,DrugBank,GIP
DB00720,DB09267,0.1839,DrugBank,GIP
DB11898,DB06701,0.1839,DrugBank,GIP
DB00658,DB11750,0.1839,DrugBank,GIP
DB08834,DB01244,0.1839,CRD,GIP
DB08834,DB01174,0.1839,CRD,GIP
DB06154,DB00330,0.1838,DrugBank,GIP
DB00339,DB12923,0.1838,DrugBank,GIP
DB03203,DB06412,0.1838,DrugBank,GIP
DB04835,DB00804,0.1838,CRD,GIP
DB11613,DB04858,0.1838,CRD,GIP
DB09277,DB01289,0.1838,DrugBank,GIP
DB02520,DB12645,0.1837,DrugBank,GIP
DB12821,DB01182,0.1837,DrugBank,GIP
DB11268,DB09202,0.1837,DrugBank,GIP
DB04325,DB06730,0.1837,DrugBank,GIP
DB11581,DB01064,0.1837,CRD,GIP
DB00325,DB00263,0.1836,DrugBank,GIP
DB00742,DB08955,0.1836,DrugBank,GIP
DB09031,DB08805,0.1836,DrugBank,GIP
DB05381,DB13025,0.1836,DrugBank,GIP
DB04539,DB04858,0.1836,DrugBank,GIP
DB11155,DB03701,0.1835,CRD,GIP
DB01080,DB00235,0.1835,DrugBank,GIP
DB00592,DB06157,0.1835,DrugBank,GIP
DB11560,DB00571,0.1834,CRD,GIP
DB00825,DB12958,0.1834,DrugBank,GIP
DB04619,DB08805,0.1833,DrugBank,GIP
DB01575,DB08986,0.1833,DrugBank,GIP
DB00262,DB00346,0.1833,DrugBank,GIP
DB09277,DB06174,0.1832,DrugBank,GIP
DB08921,DB09167,0.1832,DrugBank,GIP
DB09128,DB08846,0.1832,CRD,GIP
DB01587,DB06732,0.1832,CRD,GIP
DB00371,DB00700,0.1831,CRD,GIP
DB00932,DB00389,0.1831,CRD,GIP
DB11581,DB01235,0.1831,CRD,GIP
DB00541,DB00974,0.1831,CRD,GIP
DB09251,DB09203,0.1831,DrugBank,GIP
DB00316,DB00658,0.1831,DrugBank,GIP
DB00658,DB09488,0.1831,DrugBank,GIP
DB00677,DB01157,0.1831,DrugBank,GIP
DB00488,DB00430,0.1831,DrugBank,GIP
DB01033,DB00730,0.183,DrugBank,GIP
DB09072,DB01168,0.183,DrugBank,GIP
DB00592,DB00494,0.183,DrugBank,GIP
DB09499,DB12967,0.183,DrugBank,GIP
DB11995,DB04794,0.183,CRD,GIP
DB00763,DB11936,0.183,DrugBank,GIP
DB01878,DB02959,0.183,DrugBank,GIP
DB00859,DB00701,0.1829,DrugBank,GIP
DB09330,DB01235,0.1829,CRD,GIP
DB08887,DB01597,0.1829,DrugBank,GIP
DB00746,DB01683,0.1829,DrugBank,GIP
DB06824,DB03843,0.1829,DrugBank,GIP
DB01236,DB08796,0.1829,DrugBank,GIP
DB00238,DB02901,0.1829,CRD,GIP
DB09161,DB09235,0.1828,DrugBank,GIP
DB01028,DB11632,0.1827,CRD,GIP
DB00672,DB01236,0.1827,CRD,GIP
DB08887,DB00665,0.1827,DrugBank,GIP
DB06783,DB09289,0.1827,DrugBank,GIP
DB08921,DB12127,0.1827,DrugBank,GIP
DB00488,DB01190,0.1827,DrugBank,GIP
DB06445,DB01245,0.1827,DrugBank,GIP
DB01219,DB01580,0.1826,CRD,GIP
DB00411,DB12092,0.1826,DrugBank,GIP
DB04165,DB05804,0.1826,DrugBank,GIP
DB00658,DB09143,0.1826,DrugBank,GIP
DB00720,DB00104,0.1826,DrugBank,GIP
DB09026,DB03128,0.1826,CRD,GIP
DB11362,DB00388,0.1826,CRD,GIP
DB11780,DB00818,0.1825,DrugBank,GIP
DB04827,DB08864,0.1825,DrugBank,GIP
DB06824,DB00250,0.1825,DrugBank,GIP
DB11936,DB00414,0.1825,DrugBank,GIP
DB09281,DB00843,0.1825,DrugBank,GIP
DB00166,DB06209,0.1825,DrugBank,GIP
DB06709,DB00701,0.1824,DrugBank,GIP
DB06154,DB06700,0.1824,DrugBank,GIP
DB00753,DB00190,0.1824,DrugBank,GIP
DB11126,DB01218,0.1824,DrugBank,GIP
DB00762,DB01171,0.1824,CRD,GIP
DB04557,DB13257,0.1824,CRD,GIP
DB00316,DB00657,0.1824,DrugBank,GIP
DB06689,DB06267,0.1823,DrugBank,GIP
DB00822,DB05100,0.1823,DrugBank,GIP
DB00545,DB00927,0.1823,CRD,GIP
DB09072,DB13711,0.1822,DrugBank,GIP
DB09138,DB01764,0.1822,DrugBank,GIP
DB00339,DB00645,0.1822,DrugBank,GIP
DB06689,DB00353,0.1822,CRD,GIP
DB06819,DB00554,0.1822,CRD,GIP
DB01197,DB00949,0.1822,CRD,GIP
DB00371,DB09069,0.1822,DrugBank,GIP
DB02520,DB09001,0.1822,DrugBank,GIP
DB00711,DB06660,0.1822,DrugBank,GIP
DB06782,DB12092,0.1822,DrugBank,GIP
DB01043,DB01406,0.1821,DrugBank,GIP
DB06799,DB11688,0.1821,DrugBank,GIP
DB08938,DB12921,0.1821,DrugBank,GIP
DB06770,DB01203,0.1821,DrugBank,GIP
DB01170,DB00656,0.1821,DrugBank,GIP
DB06783,DB04930,0.1821,DrugBank,GIP
DB00566,DB00751,0.182,DrugBank,GIP
DB04827,DB12921,0.182,DrugBank,GIP
DB00627,DB08864,0.182,CRD,GIP
DB01587,DB11156,0.182,CRD,GIP
DB09289,DB06204,0.182,CRD,GIP
DB00371,DB01406,0.182,DrugBank,GIP
DB03040,DB09488,0.1819,DrugBank,GIP
DB00325,DB06250,0.1819,DrugBank,GIP
DB01133,DB09078,0.1819,DrugBank,GIP
DB00224,DB09462,0.1819,CRD,GIP
DB09561,DB00605,0.1819,DrugBank,GIP
DB01005,DB01064,0.1819,CRD,GIP
DB00658,DB00853,0.1819,DrugBank,GIP
DB09139,DB01065,0.1819,DrugBank,GIP
DB01576,DB00745,0.1818,DrugBank,GIP
DB01365,DB09267,0.1818,DrugBank,GIP
DB03793,DB05381,0.1818,DrugBank,GIP
DB00170,DB00211,0.1818,CRD,GIP
DB01236,DB00344,0.1818,CRD,GIP
DB00262,DB01236,0.1818,CRD,GIP
DB04827,DB06480,0.1817,DrugBank,GIP
DB03754,DB08822,0.1817,DrugBank,GIP
DB01575,DB00888,0.1817,DrugBank,GIP
DB06154,DB01178,0.1817,DrugBank,GIP
DB05540,DB00730,0.1817,DrugBank,GIP
DB00996,DB11936,0.1817,DrugBank,GIP
DB00400,DB00574,0.1817,CRD,GIP
DB00495,DB06689,0.1817,CRD,GIP
DB03128,DB01216,0.1816,CRD,GIP
DB06770,DB01484,0.1816,DrugBank,GIP
DB09250,DB08986,0.1816,DrugBank,GIP
DB00951,DB00574,0.1816,DrugBank,GIP
DB00488,DB00582,0.1816,DrugBank,GIP
DB00951,DB08798,0.1816,DrugBank,GIP
DB00720,DB06600,0.1816,DrugBank,GIP
DB01090,DB00714,0.1816,DrugBank,GIP
DB13058,DB06235,0.1816,DrugBank,GIP
DB06728,DB01167,0.1815,DrugBank,GIP
DB00566,DB00735,0.1815,DrugBank,GIP
DB12821,DB00190,0.1815,DrugBank,GIP
DB00529,DB00803,0.1815,DrugBank,GIP
DB09117,DB11956,0.1815,DrugBank,GIP
DB09251,DB00986,0.1815,DrugBank,GIP
DB03754,DB00777,0.1815,DrugBank,GIP
DB00380,DB03825,0.1815,DrugBank,GIP
DB00915,DB00751,0.1815,DrugBank,GIP
DB01170,DB00355,0.1815,DrugBank,GIP
DB00228,DB00463,0.1815,DrugBank,GIP
DB13323,DB06267,0.1815,DrugBank,GIP
DB00515,DB01114,0.1815,CRD,GIP
DB04557,DB12565,0.1814,DrugBank,GIP
DB03754,DB13916,0.1814,DrugBank,GIP
DB09269,DB00447,0.1814,DrugBank,GIP
DB11921,DB01580,0.1813,CRD,GIP
DB03203,DB13746,0.1813,DrugBank,GIP
DB04619,DB09069,0.1813,DrugBank,GIP
DB08921,DB08486,0.1813,DrugBank,GIP
DB06445,DB13323,0.1813,DrugBank,GIP
DB00371,DB00523,0.1813,CRD,GIP
DB06689,DB01032,0.1813,CRD,GIP
DB06706,DB00380,0.1813,DrugBank,GIP
DB01236,DB00355,0.1812,DrugBank,GIP
DB09459,DB00186,0.1812,DrugBank,GIP
DB00556,DB00234,0.1812,DrugBank,GIP
DB01080,DB08805,0.1812,DrugBank,GIP
DB00566,DB06702,0.1812,DrugBank,GIP
DB09459,DB01101,0.1812,DrugBank,GIP
DB11936,DB13003,0.1812,DrugBank,GIP
DB09031,DB00915,0.1812,DrugBank,GIP
DB13099,DB00574,0.1811,DrugBank,GIP
DB06637,DB00582,0.1811,DrugBank,GIP
DB09499,DB01189,0.1811,DrugBank,GIP
DB00720,DB09243,0.1811,DrugBank,GIP
DB01019,DB04858,0.181,DrugBank,GIP
DB11155,DB00788,0.181,CRD,GIP
DB03127,DB01764,0.181,DrugBank,GIP
DB09072,DB01241,0.181,DrugBank,GIP
DB06527,DB00515,0.181,DrugBank,GIP
DB03127,DB04365,0.1809,DrugBank,GIP
DB08834,DB01274,0.1809,CRD,GIP
DB01189,DB09280,0.1809,DrugBank,GIP
DB00566,DB04833,0.1808,DrugBank,GIP
DB03754,DB01294,0.1808,DrugBank,GIP
DB01008,DB01023,0.1808,DrugBank,GIP
DB09499,DB01340,0.1808,DrugBank,GIP
DB00395,DB01039,0.1808,CRD,GIP
DB00592,DB09001,0.1807,DrugBank,GIP
DB00488,DB00381,0.1807,DrugBank,GIP
DB01213,DB00678,0.1807,CRD,GIP
DB01472,DB01085,0.1807,CRD,GIP
DB09139,DB00656,0.1807,DrugBank,GIP
DB09251,DB00463,0.1806,DrugBank,GIP
DB06527,DB11581,0.1806,DrugBank,GIP
DB00763,DB05708,0.1806,DrugBank,GIP
DB06783,DB01259,0.1806,DrugBank,GIP
DB00915,DB06702,0.1806,DrugBank,GIP
DB04835,DB09224,0.1806,CRD,GIP
DB09224,DB00668,0.1806,CRD,GIP
DB00607,DB00228,0.1806,CRD,GIP
DB09166,DB06732,0.1806,CRD,GIP
DB00316,DB04858,0.1805,DrugBank,GIP
DB01008,DB08991,0.1805,DrugBank,GIP
DB11268,DB09017,0.1805,DrugBank,GIP
DB06824,DB00179,0.1805,DrugBank,GIP
DB03040,DB06243,0.1805,DrugBank,GIP
DB01878,DB09203,0.1804,DrugBank,GIP
DB00658,DB00727,0.1804,DrugBank,GIP
DB01558,DB06731,0.1804,CRD,GIP
DB00592,DB01029,0.1804,CRD,GIP
DB03128,DB00912,0.1803,DrugBank,GIP
DB09250,DB00607,0.1803,DrugBank,GIP
DB00855,DB01400,0.1803,DrugBank,GIP
DB06799,DB00238,0.1803,DrugBank,GIP
DB01577,DB02855,0.1802,DrugBank,GIP
DB00976,DB01176,0.1802,CRD,GIP
DB01612,DB09342,0.1802,DrugBank,GIP
DB01170,DB00190,0.1802,DrugBank,GIP
DB04886,DB01197,0.1801,CRD,GIP
DB00166,DB01685,0.1801,DrugBank,GIP
DB06770,DB01405,0.1801,DrugBank,GIP
DB00583,DB00745,0.1801,DrugBank,GIP
DB01365,DB11471,0.1801,DrugBank,GIP
DB06154,DB01142,0.1801,DrugBank,GIP
